SampleID	landscape	frag_unique_ID	fragment	Final_Bd_Load_log	Presence_Bd	Campanha	Data	Julian_date	species	Developmental_Mode	Season	Latitude	Longitude	GPS_UTM	Den_Dre	frag_percent_Dre	Tipo_drenagem	Ndrena	frag_Denborda	DenFrag	DenAPP	TamFrag_m2	frag_Split_pond	frag_Split_Stream_2nd	land_percent_CobVeg	percent_APP	percent_Frgmentos	land_DenBorda	DenFrag_2	DenAPP_2	N_Frag	land_Den_Dre_2	land_percent_Dre	percent_m_agua	percent_Dren_APP	Den_Dre_APP	land_ENND_Frag	ENND_APP	family	Landsc_ID	type	species_infection	type_season	reads_contam_removed	reads_contam_removed_005keep	rarefy_keep	observed_otus	faith_pd	pielou_e	shannon	unweighted_pc1_all	unweighted_pc2_all	weighted_pc1_all	weighted_pc2_all	bc_disper	jaccard_disper	Load_SQR	Julian_Date	Tam_Frag_Log	Residual_Final_Bd_Load_log	AntiFungal_Richness	TotalAntiFungal	Propor_TotalAntiFungal
RM624	COTIA	S	F5	0	0	2	1/8/2019	19008	Rhinella ornata	AL	CHUVOSA	-23534838	-47063926	23K 289297 7395756	13.7869	31.1067	Permanente	2	254.6521	145.0421	109.61	38596344.08	412.9375	246.1825	46.47	12.56	33.81	217.55	135.94	81.61	5483	2.38	94.54	0.3341	12.2023	45.8065	25.34	29.47	Bufonidae	4	fragmented	Rhinella ornata0	fragmentedCHUVOSA	16017	13268	1	242	21.90063923	0.782835194	6.19916484	-0.170585076	0.065976216	-0.105552106	0.170023863	0.612197134	0.57858839	0	110	7.586546169	NA	112	1498	0.749
RM625	COTIA	S	F5	0	0	2	1/8/2019	19008	Rhinella ornata	AL	CHUVOSA	-23534838	-47063926	23K 289297 7395756	13.7869	31.1067	Permanente	2	254.6521	145.0421	109.61	38596344.08	412.9375	246.1825	46.47	12.56	33.81	217.55	135.94	81.61	5483	2.38	94.54	0.3341	12.2023	45.8065	25.34	29.47	Bufonidae	4	fragmented	Rhinella ornata0	fragmentedCHUVOSA	12375	11042	1	182	17.60697491	0.7859208	5.900531969	-0.127795735	0.126843571	-0.134337794	0.103155408	0.617288994	0.583128483	0	110	7.586546169	NA	93	1434	0.717
RM627	COTIA	S	F5	0	0	2	1/8/2019	19008	Haddadus binotatus	TD	CHUVOSA	-23534838	-47063926	23K 289297 7395756	13.7869	31.1067	Permanente	2	254.6521	145.0421	109.61	38596344.08	412.9375	246.1825	46.47	12.56	33.81	217.55	135.94	81.61	5483	2.38	94.54	0.3341	12.2023	45.8065	25.34	29.47	Craugastoridae	4	fragmented	Haddadus binotatus0	fragmentedCHUVOSA	10511	8021	1	247	21.8722562	0.666924365	5.300959765	-0.179230615	0.061179141	0.447328567	0.096060523	0.627967424	0.561527788	0	110	7.586546169	NA	106	1506	0.753
RM628	COTIA	S	F5	0	0	2	1/8/2019	19008	Haddadus binotatus	TD	CHUVOSA	-23534838	-47063926	23K 289297 7395756	13.7869	31.1067	Permanente	2	254.6521	145.0421	109.61	38596344.08	412.9375	246.1825	46.47	12.56	33.81	217.55	135.94	81.61	5483	2.38	94.54	0.3341	12.2023	45.8065	25.34	29.47	Craugastoridae	4	fragmented	Haddadus binotatus0	fragmentedCHUVOSA	6217	3595	1	313	25.06592814	0.886271616	7.347208404	-0.238033129	0.010058869	0.007675321	0.200293166	0.606193349	0.562735829	0	110	7.586546169	NA	129	1061	0.5305
RM629	COTIA	S	F5	0	0	2	1/8/2019	19008	Bokermannohyla circumdata	AL	CHUVOSA	-23534838	-47063926	23K 289297 7395756	13.7869	31.1067	Permanente	2	254.6521	145.0421	109.61	38596344.08	412.9375	246.1825	46.47	12.56	33.81	217.55	135.94	81.61	5483	2.38	94.54	0.3341	12.2023	45.8065	25.34	29.47	Hylidae	4	fragmented	Bokermannohyla circumdata0	fragmentedCHUVOSA	10076	9822	1	65	8.814056332	0.147831892	0.890298028	0.210232709	-0.007781318	-0.150451285	-0.249538044	0.634330574	0.669412038	0	110	7.586546169	NA	36	1918	0.959
RM631	COTIA	S	F5	0	0	2	1/8/2019	19008	Bokermannohyla circumdata	AL	CHUVOSA	-23534838	-47063926	23K 289297 7395756	13.7869	31.1067	Permanente	2	254.6521	145.0421	109.61	38596344.08	412.9375	246.1825	46.47	12.56	33.81	217.55	135.94	81.61	5483	2.38	94.54	0.3341	12.2023	45.8065	25.34	29.47	Hylidae	4	fragmented	Bokermannohyla circumdata0	fragmentedCHUVOSA	25288	23122	1	113	11.37000971	0.403272707	2.750392035	0.13949928	0.028183192	-0.090277751	-0.188755958	0.57030794	0.625882899	0	110	7.586546169	NA	69	1889	0.9445
RM632	COTIA	S	F5	0	0	2	1/8/2019	19008	Boana faber	AL	CHUVOSA	-23534838	-47063926	23K 289297 7395756	13.7869	31.1067	Permanente	2	254.6521	145.0421	109.61	38596344.08	412.9375	246.1825	46.47	12.56	33.81	217.55	135.94	81.61	5483	2.38	94.54	0.3341	12.2023	45.8065	25.34	29.47	Hylidae	4	fragmented	Boana faber0	fragmentedCHUVOSA	29361	27505	1	99	12.42175497	0.618224701	4.098432016	0.070471808	0.124982681	-0.024075804	-0.071146106	0.65771809	0.666677605	0	110	7.586546169	NA	45	1650	0.825
RM634	COTIA	S	F5	0	0	2	1/8/2019	19008	Boana faber	AL	CHUVOSA	-23534838	-47063926	23K 289297 7395756	13.7869	31.1067	Permanente	2	254.6521	145.0421	109.61	38596344.08	412.9375	246.1825	46.47	12.56	33.81	217.55	135.94	81.61	5483	2.38	94.54	0.3341	12.2023	45.8065	25.34	29.47	Hylidae	4	fragmented	Boana faber0	fragmentedCHUVOSA	22857	21618	1	79	8.815257766	0.722081182	4.551841453	0.197844466	0.180019478	0.092657265	-0.055402054	0.69557967	0.685892395	0	110	7.586546169	NA	53	1735	0.8675
RM644	COTIA	Q	F2	0	0	2	1/9/2019	19009	Boana faber	AL	CHUVOSA	-23580526	-47049407	23K 290852 7390717	24.2402	39.4934	Npermanente	5	258.2208	127.4535	130.7673	61661211.12	90.04	0	46.47	12.56	33.81	217.55	135.94	81.61	5483	2.38	94.54	0.3341	12.2023	45.8065	25.34	29.47	Hylidae	4	fragmented	Boana faber0	fragmentedCHUVOSA	24339	21696	1	78	8.920514077	0.388322909	2.440765673	0.299086611	0.047488424	-0.174071022	-0.129417571	0.719229474	0.678209639	0	111	7.790012051	NA	53	614	0.307
RM651	JAPI	O	F5	0	0	2	1/11/2019	19011	Haddadus binotatus	TD	CHUVOSA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Craugastoridae	3	continuous	Haddadus binotatus0	continuousCHUVOSA	11216	7508	1	271	22.53262268	0.756164711	6.111435893	-0.226729048	0.137962836	-0.069060585	0.084175003	0.574889235	0.565403296	0	113	8.422860078	NA	127	1541	0.7705
RM652	JAPI	O	F5	0	0	2	1/11/2019	19011	Haddadus binotatus	TD	CHUVOSA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Craugastoridae	3	continuous	Haddadus binotatus0	continuousCHUVOSA	18776	12060	1	369	30.77010669	0.890347616	7.592418819	-0.285686839	0.060420564	-0.053274304	0.207592066	0.591380163	0.554839348	0	113	8.422860078	NA	138	1136	0.568
RM654	JAPI	O	F5	0.424255304	1	2	1/11/2019	19011	Ischnocnema henselli	TD	CHUVOSA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Brachycephalidae	3	continuous	Ischnocnema henselli1	continuousCHUVOSA	22363	14641	1	337	26.63856456	0.75828701	6.367036332	-0.254874398	-0.005741039	0.015153697	0.014385533	0.578909555	0.567177006	1.286921347	113	8.422860078	-1.060802085	138	1297	0.6485
RM655	JAPI	O	F5	2.228865838	1	2	1/11/2019	19011	Ischnocnema henselli	TD	CHUVOSA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Brachycephalidae	3	continuous	Ischnocnema henselli1	continuousCHUVOSA	8050	6238	1	211	20.23334981	0.574897757	4.438842602	-0.157904725	0.037686663	-0.018824259	-0.094911312	0.621850867	0.594987132	12.97618769	113	8.422860078	0.743808449	90	1434	0.717
RM656	JAPI	O	F5	0	0	2	1/11/2019	19011	Ischnocnema henselli	TD	CHUVOSA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Brachycephalidae	3	continuous	Ischnocnema henselli0	continuousCHUVOSA	3770	2839	1	267	22.28608439	0.70529306	5.685152901	-0.196425781	0.078739525	0.068541162	-0.030977948	0.591409868	0.577327933	0	113	8.422860078	NA	115	1328	0.664
RM657	JAPI	O	F5	1.54474727	1	2	1/11/2019	19011	Ischnocnema henselli	TD	CHUVOSA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Brachycephalidae	3	continuous	Ischnocnema henselli1	continuousCHUVOSA	6999	2658	1	185	16.84963234	0.699792939	5.270407567	-0.068368803	0.011667351	-0.144741683	0.097238317	0.647449058	0.610467554	5.835647515	113	8.422860078	0.059689881	88	1575	0.7875
RM658	JAPI	O	F5	1.96416316	1	2	1/11/2019	19011	Ischnocnema henselli	TD	CHUVOSA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Brachycephalidae	3	continuous	Ischnocnema henselli1	continuousCHUVOSA	4415	2678	1	295	23.4778285	0.825010119	6.768854213	-0.223504871	0.018845071	-0.052873805	0.106621791	0.567919772	0.575611398	9.543560345	113	8.422860078	0.479105771	120	1276	0.638
RM659	JAPI	O	F5	1.994703397	1	2	1/11/2019	19011	Ischnocnema henselli	TD	CHUVOSA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Brachycephalidae	3	continuous	Ischnocnema henselli1	continuousCHUVOSA	7407	5765	1	291	24.94489045	0.747856494	6.121112175	-0.238166427	-0.010906553	-0.024461361	0.041542738	0.591787917	0.565045955	9.888772366	113	8.422860078	0.509646008	120	1281	0.6405
RM660	JAPI	O	F5	0	0	2	1/11/2019	19011	Rhinella ornata	AL	CHUVOSA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Bufonidae	3	continuous	Rhinella ornata0	continuousCHUVOSA	25614	24170	1	160	15.28243065	0.613706413	4.49351423	0.007297828	0.080519936	-0.069359364	0.071410545	0.626611268	0.602931036	0	113	8.422860078	NA	97	1887	0.9435
RM661	JAPI	O	F5	0	0	2	1/11/2019	19011	Rhinella ornata	AL	CHUVOSA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Bufonidae	3	continuous	Rhinella ornata0	continuousCHUVOSA	9946	6094	1	367	27.45410904	0.88425732	7.533550721	-0.238084532	0.111078461	0.077612121	0.139535309	0.594403093	0.565216609	0	113	8.422860078	NA	145	1069	0.5345
RM662	JAPI	O	F5	0	0	2	1/11/2019	19011	Boana faber	AL	CHUVOSA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Hylidae	3	continuous	Boana faber0	continuousCHUVOSA	5459	4537	1	127	13.95855557	0.47604444	3.326924486	0.108249618	-0.071883604	-0.115249633	-0.062988302	0.6383105	0.65446281	0	113	8.422860078	NA	66	1786	0.893
RM669	JAPI	O	F5	0	0	2	1/11/2019	19011	Boana faber	AL	CHUVOSA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Hylidae	3	continuous	Boana faber0	continuousCHUVOSA	6707	3477	1	206	18.26785661	0.606599712	4.662629004	-0.050224963	-0.037857996	-0.008840676	0.068597617	0.68678213	0.610860944	0	113	8.422860078	NA	98	1443	0.7215
RM671	JAPI	O	F5	0	0	2	1/11/2019	19011	Boana faber	AL	CHUVOSA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Hylidae	3	continuous	Boana faber0	continuousCHUVOSA	4252	3400	1	132	14.18717016	0.750296394	5.285383507	0.02000155	-0.022408736	-0.109449835	0.236376269	0.695606828	0.645086965	0	113	8.422860078	NA	65	1431	0.7155
RM672	JAPI	O	F5	0	0	2	1/11/2019	19011	Boana faber	AL	CHUVOSA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Hylidae	3	continuous	Boana faber0	continuousCHUVOSA	5053	3715	1	188	20.10938635	0.645481921	4.876350524	-0.06389023	-0.055339805	-0.088162762	0.10110574	0.687921743	0.63756404	0	113	8.422860078	NA	75	1511	0.7555
RM673	SLP	A	F1	0	0	2	1/12/2019	19012	Ischnocnema henselli	TD	CHUVOSA	-23259327	-45316830	23K 467593 7427737	19.0694	23.7681	Npermanente	1	276.4601	192.5529	83.9072	245963.63	3701.3	142.435	18.68	4.96	13.72	97.579	57.55	40.01	2993	2.26	95.1	0.05	4.6542	18.5184	44.08	59.97	Brachycephalidae	1	fragmented	Ischnocnema henselli0	fragmentedCHUVOSA	15058	12246	1	38	6.321159639	0.379026058	1.98910128	0.292002692	0.106639001	-0.121760501	-0.212308694	0.602553029	0.725405887	0	114	5.390870894	NA	24	1839	0.9195
RM674	SLP	A	F1	0	0	2	1/12/2019	19012	Ischnocnema henselli	TD	CHUVOSA	-23259327	-45316830	23K 467593 7427737	19.0694	23.7681	Npermanente	1	276.4601	192.5529	83.9072	245963.63	3701.3	142.435	18.68	4.96	13.72	97.579	57.55	40.01	2993	2.26	95.1	0.05	4.6542	18.5184	44.08	59.97	Brachycephalidae	1	fragmented	Ischnocnema henselli0	fragmentedCHUVOSA	43319	42681	1	40	5.978053047	0.166348571	0.885295132	0.339207406	0.035917027	0.085750668	-0.286976691	0.65105154	0.718315349	0	114	5.390870894	NA	27	1679	0.8395
RM675	SLP	A	F1	0	0	2	1/12/2019	19012	Ischnocnema henselli	TD	CHUVOSA	-23259327	-45316830	23K 467593 7427737	19.0694	23.7681	Npermanente	1	276.4601	192.5529	83.9072	245963.63	3701.3	142.435	18.68	4.96	13.72	97.579	57.55	40.01	2993	2.26	95.1	0.05	4.6542	18.5184	44.08	59.97	Brachycephalidae	1	fragmented	Ischnocnema henselli0	fragmentedCHUVOSA	18738	18117	1	78	9.73416591	0.216667686	1.361843554	0.166662021	-0.003619865	0.11157836	-0.273430292	0.640043471	0.66814165	0	114	5.390870894	NA	48	1624	0.812
RM676	SLP	A	F1	0	0	2	1/12/2019	19012	Ischnocnema henselli	TD	CHUVOSA	-23259327	-45316830	23K 467593 7427737	19.0694	23.7681	Npermanente	1	276.4601	192.5529	83.9072	245963.63	3701.3	142.435	18.68	4.96	13.72	97.579	57.55	40.01	2993	2.26	95.1	0.05	4.6542	18.5184	44.08	59.97	Brachycephalidae	1	fragmented	Ischnocnema henselli0	fragmentedCHUVOSA	3501	3266	1	70	8.824555881	0.207195191	1.269957964	0.23499776	0.021505736	-0.045565753	-0.237340417	0.633182618	0.688215403	0	114	5.390870894	NA	46	1819	0.9095
RM677	SLP	A	F1	0	0	2	1/12/2019	19012	Rhinella ornata	AL	CHUVOSA	-23259327	-45316830	23K 467593 7427737	19.0694	23.7681	Npermanente	1	276.4601	192.5529	83.9072	245963.63	3701.3	142.435	18.68	4.96	13.72	97.579	57.55	40.01	2993	2.26	95.1	0.05	4.6542	18.5184	44.08	59.97	Bufonidae	1	fragmented	Rhinella ornata0	fragmentedCHUVOSA	12539	11603	1	119	10.31186055	0.237474847	1.637345795	0.150717317	0.123380686	0.893961527	-0.224293189	0.712144067	0.640946636	0	114	5.390870894	NA	73	249	0.1245
RM679	SLP	A	F1	0	0	2	1/12/2019	19012	Rhinella ornata	AL	CHUVOSA	-23259327	-45316830	23K 467593 7427737	19.0694	23.7681	Npermanente	1	276.4601	192.5529	83.9072	245963.63	3701.3	142.435	18.68	4.96	13.72	97.579	57.55	40.01	2993	2.26	95.1	0.05	4.6542	18.5184	44.08	59.97	Bufonidae	1	fragmented	Rhinella ornata0	fragmentedCHUVOSA	3789	2843	1	243	17.13565046	0.783828647	6.211695059	-0.032042744	0.068393738	0.00860985	0.098601376	0.595261967	0.575579842	0	114	5.390870894	NA	129	1694	0.847
RM680	SLP	A	F1	0	0	2	1/12/2019	19012	Boana faber	AL	CHUVOSA	-23259327	-45316830	23K 467593 7427737	19.0694	23.7681	Npermanente	1	276.4601	192.5529	83.9072	245963.63	3701.3	142.435	18.68	4.96	13.72	97.579	57.55	40.01	2993	2.26	95.1	0.05	4.6542	18.5184	44.08	59.97	Hylidae	1	fragmented	Boana faber0	fragmentedCHUVOSA	8603	6183	1	260	20.08870383	0.760354568	6.099844014	-0.080378203	-0.098855207	-0.101541423	0.094784577	0.592240267	0.587295175	0	114	5.390870894	NA	121	1481	0.7405
RM681	SLP	A	F1	0	0	2	1/12/2019	19012	Boana faber	AL	CHUVOSA	-23259327	-45316830	23K 467593 7427737	19.0694	23.7681	Npermanente	1	276.4601	192.5529	83.9072	245963.63	3701.3	142.435	18.68	4.96	13.72	97.579	57.55	40.01	2993	2.26	95.1	0.05	4.6542	18.5184	44.08	59.97	Hylidae	1	fragmented	Boana faber0	fragmentedCHUVOSA	5724	4735	1	154	14.21367888	0.39176996	2.846908671	0.117180802	-0.134433665	-0.104150596	-0.044256213	0.70454434	0.631509768	0	114	5.390870894	NA	63	1759	0.8795
RM682	SLP	A	F1	0	0	2	1/12/2019	19012	Boana faber	AL	CHUVOSA	-23259327	-45316830	23K 467593 7427737	19.0694	23.7681	Npermanente	1	276.4601	192.5529	83.9072	245963.63	3701.3	142.435	18.68	4.96	13.72	97.579	57.55	40.01	2993	2.26	95.1	0.05	4.6542	18.5184	44.08	59.97	Hylidae	1	fragmented	Boana faber0	fragmentedCHUVOSA	8928	5286	1	274	20.08208768	0.758458146	6.1420184	-0.049562487	-0.127117098	-0.134792581	0.097909988	0.636510896	0.593175165	0	114	5.390870894	NA	121	1464	0.732
RM684	SLP	B	F2	0	0	2	1/13/2019	19013	Haddadus binotatus	TD	CHUVOSA	-23171155	-45293164	23K 469994 7437503	63.5209	9.4828	Npermanente	3	102.5248	89.773	12.7518	149904	199.5225	124.49	18.68	4.96	13.72	97.579	57.55	40.01	2993	2.26	95.1	0.05	4.6542	18.5184	44.08	59.97	Craugastoridae	1	fragmented	Haddadus binotatus0	fragmentedCHUVOSA	11465	7767	1	263	22.69038198	0.678651093	5.45562116	-0.186356577	-0.046004614	-2.24E-04	0.055188015	0.663464384	0.589014114	0	115	5.175813222	NA	113	899	0.4495
RM685	SLP	B	F2	0	0	2	1/13/2019	19013	Haddadus binotatus	TD	CHUVOSA	-23171155	-45293164	23K 469994 7437503	63.5209	9.4828	Npermanente	3	102.5248	89.773	12.7518	149904	199.5225	124.49	18.68	4.96	13.72	97.579	57.55	40.01	2993	2.26	95.1	0.05	4.6542	18.5184	44.08	59.97	Craugastoridae	1	fragmented	Haddadus binotatus0	fragmentedCHUVOSA	7489	5156	1	266	22.50008116	0.753505652	6.069700844	-0.203546238	0.028207615	-0.095144178	0.064582342	0.607226146	0.567423611	0	115	5.175813222	NA	114	1461	0.7305
RM692	SLP	B	F2	0	0	2	1/13/2019	19013	Boana faber	AL	CHUVOSA	-23171155	-45293164	23K 469994 7437503	63.5209	9.4828	Npermanente	3	102.5248	89.773	12.7518	149904	199.5225	124.49	18.68	4.96	13.72	97.579	57.55	40.01	2993	2.26	95.1	0.05	4.6542	18.5184	44.08	59.97	Hylidae	1	fragmented	Boana faber0	fragmentedCHUVOSA	12435	4576	1	103	12.70898134	0.876813363	5.862813012	0.161071898	-0.113752341	-0.123780342	0.127996069	0.715745884	0.685147354	0	115	5.175813222	NA	47	927	0.4635
RM694	SLP	B	F2	0	0	2	1/13/2019	19013	Boana faber	AL	CHUVOSA	-23171155	-45293164	23K 469994 7437503	63.5209	9.4828	Npermanente	3	102.5248	89.773	12.7518	149904	199.5225	124.49	18.68	4.96	13.72	97.579	57.55	40.01	2993	2.26	95.1	0.05	4.6542	18.5184	44.08	59.97	Hylidae	1	fragmented	Boana faber0	fragmentedCHUVOSA	9473	8595	1	91	13.44033752	0.567257219	3.691593488	0.062581672	-0.017127074	-0.108948915	-0.06864685	0.690744016	0.650033614	0	115	5.175813222	NA	53	1917	0.9585
RM697	SLP	B	F2	0	0	2	1/13/2019	19013	Boana faber	AL	CHUVOSA	-23171155	-45293164	23K 469994 7437503	63.5209	9.4828	Npermanente	3	102.5248	89.773	12.7518	149904	199.5225	124.49	18.68	4.96	13.72	97.579	57.55	40.01	2993	2.26	95.1	0.05	4.6542	18.5184	44.08	59.97	Hylidae	1	fragmented	Boana faber0	fragmentedCHUVOSA	2694	2220	1	129	11.62645693	0.693895103	4.86505626	0.199986318	-0.126499096	-0.104777318	0.039262111	0.651176047	0.660817019	0	115	5.175813222	NA	56	1644	0.822
RM702	SLP	B	F2	0	0	2	1/13/2019	19013	Boana faber	AL	CHUVOSA	-23171155	-45293164	23K 469994 7437503	63.5209	9.4828	Npermanente	3	102.5248	89.773	12.7518	149904	199.5225	124.49	18.68	4.96	13.72	97.579	57.55	40.01	2993	2.26	95.1	0.05	4.6542	18.5184	44.08	59.97	Hylidae	1	fragmented	Boana faber0	fragmentedCHUVOSA	9818	6138	1	221	18.42239141	0.829600471	6.460847635	0.002855202	-0.075743614	-0.074336134	0.239953896	0.654323624	0.619452723	0	115	5.175813222	NA	86	1135	0.5675
RM704	SLP	D	F4	0	0	2	1/14/2019	19014	Ischnocnema henselli	TD	CHUVOSA	-23215891	-45276012	23K 471759 7432554	57.1461	43.1596	Npermanente	8	392.7569	187.7072	205.0497	5960940	582.435	0	18.68	4.96	13.72	97.579	57.55	40.01	2993	2.26	95.1	0.05	4.6542	18.5184	44.08	59.97	Brachycephalidae	1	fragmented	Ischnocnema henselli0	fragmentedCHUVOSA	13824	12017	1	235	21.84138848	0.477116177	3.758013651	-0.173070448	-0.023439679	0.042918468	-0.125820448	0.560864007	0.578801145	0	116	6.77531475	NA	85	1497	0.7485
RM705	SLP	D	F4	0	0	2	1/14/2019	19014	Ischnocnema henselli	TD	CHUVOSA	-23215891	-45276012	23K 471759 7432554	57.1461	43.1596	Npermanente	8	392.7569	187.7072	205.0497	5960940	582.435	0	18.68	4.96	13.72	97.579	57.55	40.01	2993	2.26	95.1	0.05	4.6542	18.5184	44.08	59.97	Brachycephalidae	1	fragmented	Ischnocnema henselli0	fragmentedCHUVOSA	24495	23959	1	55	8.561028049	0.118404357	0.684538178	0.175711038	0.082023571	-0.096408325	-0.253841551	0.645573926	0.684973986	0	116	6.77531475	NA	28	1876	0.938
RM707	SLP	D	F4	0	0	2	1/14/2019	19014	Ischnocnema henselli	TD	CHUVOSA	-23215891	-45276012	23K 471759 7432554	57.1461	43.1596	Npermanente	8	392.7569	187.7072	205.0497	5960940	582.435	0	18.68	4.96	13.72	97.579	57.55	40.01	2993	2.26	95.1	0.05	4.6542	18.5184	44.08	59.97	Brachycephalidae	1	fragmented	Ischnocnema henselli0	fragmentedCHUVOSA	5422	3772	1	277	23.81105675	0.608959478	4.940940194	-0.205454488	-0.050714543	0.072939893	-0.057173753	0.561659818	0.575593026	0	116	6.77531475	NA	84	1196	0.598
RM708	SLP	D	F4	0	0	2	1/14/2019	19014	Ischnocnema henselli	TD	CHUVOSA	-23215891	-45276012	23K 471759 7432554	57.1461	43.1596	Npermanente	8	392.7569	187.7072	205.0497	5960940	582.435	0	18.68	4.96	13.72	97.579	57.55	40.01	2993	2.26	95.1	0.05	4.6542	18.5184	44.08	59.97	Brachycephalidae	1	fragmented	Ischnocnema henselli0	fragmentedCHUVOSA	7336	6570	1	161	15.87965967	0.310869478	2.278958301	-0.036458148	-0.053246224	0.072165822	-0.21413859	0.608607251	0.617956786	0	116	6.77531475	NA	53	1571	0.7855
RM710	SLP	D	F4	0	0	2	1/14/2019	19014	Ischnocnema henselli	TD	CHUVOSA	-23215891	-45276012	23K 471759 7432554	57.1461	43.1596	Npermanente	8	392.7569	187.7072	205.0497	5960940	582.435	0	18.68	4.96	13.72	97.579	57.55	40.01	2993	2.26	95.1	0.05	4.6542	18.5184	44.08	59.97	Brachycephalidae	1	fragmented	Ischnocnema henselli0	fragmentedCHUVOSA	11431	10126	1	147	14.12490198	0.275958807	1.98681299	-0.028475404	-0.044956266	0.021087175	-0.205306365	0.622115475	0.637736223	0	116	6.77531475	NA	49	1602	0.801
RM711	SLP	D	F4	0	0	2	1/14/2019	19014	Rhinella ornata	AL	CHUVOSA	-23215891	-45276012	23K 471759 7432554	57.1461	43.1596	Npermanente	8	392.7569	187.7072	205.0497	5960940	582.435	0	18.68	4.96	13.72	97.579	57.55	40.01	2993	2.26	95.1	0.05	4.6542	18.5184	44.08	59.97	Bufonidae	1	fragmented	Rhinella ornata0	fragmentedCHUVOSA	23345	21254	1	150	14.14764049	0.320748832	2.318635149	-0.018664509	0.064475977	0.817762475	-0.147472647	0.696412762	0.618831167	0	116	6.77531475	NA	76	327	0.1635
RM712	SLP	E	F5	2.218510628	1	2	1/15/2019	19015	Ischnocnema henselli	TD	CHUVOSA	-23269650	-45378530	23K 461284 7426579	35.1137	22.0904	Npermanente	1	112.7407	92.5902	20.1505	145944	2289.1775	216.34	18.68	4.96	13.72	97.579	57.55	40.01	2993	2.26	95.1	0.05	4.6542	18.5184	44.08	59.97	Brachycephalidae	1	fragmented	Ischnocnema henselli1	fragmentedCHUVOSA	31117	27757	1	236	18.4359206	0.558680598	4.403879729	-0.136094253	0.159565053	0.057106697	-0.114996444	0.546503021	0.566682404	12.82148688	117	5.164186245	0.219119904	113	1592	0.796
